refrigerant,Temperature_K,Pressure_MPa,Phase,Phase_encoded,mol_weight,Tc_K,Pc_MPa,acentric,GWP,type,Tr,Pr,Density_kg_m3,Enthalpy_kJ_kg,Entropy_J_gK,Cp_J_gK
R134a,178.0,0.00092498,vapor,1,102.03,374.21,4.059,0.327,1430,HFC,0.4756687421501296,0.00022788371520078836,0.063876,339.7,1.9209,0.60487
R134a,180.0,0.0011275,vapor,1,102.03,374.21,4.059,0.327,1430,HFC,0.48101333475855806,0.0002777777777777778,0.077015,340.88,1.9114,0.60969
R134a,182.0,0.0013672,vapor,1,102.03,374.21,4.059,0.327,1430,HFC,0.48635792736698646,0.00033683173195368316,0.092389,342.07,1.9023,0.61452
R134a,184.0,0.0016497,vapor,1,102.03,374.21,4.059,0.327,1430,HFC,0.4917025199754149,0.000406430155210643,0.1103,343.27,1.8936,0.61936
R134a,186.0,0.0019809,vapor,1,102.03,374.21,4.059,0.327,1430,HFC,0.4970471125838433,0.0004880266075388026,0.13106,344.47,1.8852,0.6242
R134a,188.0,0.0023676,vapor,1,102.03,374.21,4.059,0.327,1430,HFC,0.5023917051922717,0.0005832963784183296,0.15503,345.68,1.8772,0.62906
R134a,190.0,0.002817,vapor,1,102.03,374.21,4.059,0.327,1430,HFC,0.5077362978007002,0.0006940133037694013,0.18259,346.9,1.8695,0.63394
R134a,192.0,0.0033373,vapor,1,102.03,374.21,4.059,0.327,1430,HFC,0.5130808904091286,0.0008221975856122197,0.21416,348.12,1.8621,0.63883
R134a,194.0,0.0039371,vapor,1,102.03,374.21,4.059,0.327,1430,HFC,0.518425483017557,0.0009699679724069967,0.25017,349.35,1.8551,0.64374
R134a,196.0,0.004626,vapor,1,102.03,374.21,4.059,0.327,1430,HFC,0.5237700756259854,0.0011396895787139688,0.2911,350.58,1.8483,0.64868
R134a,198.0,0.0054143,vapor,1,102.03,374.21,4.059,0.327,1430,HFC,0.5291146682344139,0.00133389997536339,0.33745,351.82,1.8418,0.65363
R134a,200.0,0.0063129,vapor,1,102.03,374.21,4.059,0.327,1430,HFC,0.5344592608428422,0.0015552845528455283,0.38977,353.06,1.8356,0.65862
R134a,202.0,0.007334,vapor,1,102.03,374.21,4.059,0.327,1430,HFC,0.5398038534512707,0.0018068489775806848,0.44864,354.3,1.8297,0.66364
R134a,204.0,0.0084901,vapor,1,102.03,374.21,4.059,0.327,1430,HFC,0.5451484460596991,0.002091672825819167,0.51465,355.55,1.824,0.6687
R134a,206.0,0.0097949,vapor,1,102.03,374.21,4.059,0.327,1430,HFC,0.5504930386681276,0.002413131313131313,0.58846,356.81,1.8186,0.67379
R134a,208.0,0.011263,vapor,1,102.03,374.21,4.059,0.327,1430,HFC,0.5558376312765559,0.002774821384577482,0.67075,358.06,1.8134,0.67893
R134a,210.0,0.01291,vapor,1,102.03,374.21,4.059,0.327,1430,HFC,0.5611822238849844,0.0031805863513180584,0.76222,359.32,1.8084,0.68411
R134a,212.0,0.014752,vapor,1,102.03,374.21,4.059,0.327,1430,HFC,0.5665268164934129,0.003634392707563439,0.86364,360.58,1.8036,0.68935
R134a,214.0,0.016807,vapor,1,102.03,374.21,4.059,0.327,1430,HFC,0.5718714091018412,0.004140675043114067,0.97578,361.85,1.799,0.69464
R134a,216.0,0.019092,vapor,1,102.03,374.21,4.059,0.327,1430,HFC,0.5772160017102697,0.004703621581670362,1.0995,363.11,1.7947,0.69999
R134a,218.0,0.021627,vapor,1,102.03,374.21,4.059,0.327,1430,HFC,0.5825605943186981,0.005328159645232816,1.2356,364.38,1.7905,0.70541
R134a,220.0,0.024433,vapor,1,102.03,374.21,4.059,0.327,1430,HFC,0.5879051869271266,0.006019462921901946,1.385,365.65,1.7865,0.7109
R134a,222.0,0.027529,vapor,1,102.03,374.21,4.059,0.327,1430,HFC,0.5932497795355549,0.0067822123675782215,1.5487,366.92,1.7827,0.71646
R134a,224.0,0.03094,vapor,1,102.03,374.21,4.059,0.327,1430,HFC,0.5985943721439834,0.007622567134762256,1.7276,368.19,1.779,0.7221
R134a,226.0,0.034686,vapor,1,102.03,374.21,4.059,0.327,1430,HFC,0.6039389647524118,0.008545454545454545,1.9227,369.46,1.7756,0.72782
R134a,228.0,0.038794,vapor,1,102.03,374.21,4.059,0.327,1430,HFC,0.6092835573608402,0.009557526484355754,2.1351,370.73,1.7722,0.73362
R134a,230.0,0.043287,vapor,1,102.03,374.21,4.059,0.327,1430,HFC,0.6146281499692686,0.010664449371766443,2.366,372.0,1.7691,0.73952
R134a,232.0,0.048192,vapor,1,102.03,374.21,4.059,0.327,1430,HFC,0.6199727425776971,0.011872875092387287,2.6163,373.27,1.766,0.74551
R134a,234.0,0.053535,vapor,1,102.03,374.21,4.059,0.327,1430,HFC,0.6253173351861254,0.013189209164818921,2.8873,374.54,1.7631,0.75161
R134a,236.0,0.059345,vapor,1,102.03,374.21,4.059,0.327,1430,HFC,0.6306619277945539,0.01462059620596206,3.1802,375.81,1.7604,0.7578
R134a,238.0,0.06565,vapor,1,102.03,374.21,4.059,0.327,1430,HFC,0.6360065204029823,0.01617393446661739,3.4962,377.07,1.7577,0.76411
R134a,240.0,0.072481,vapor,1,102.03,374.21,4.059,0.327,1430,HFC,0.6413511130114108,0.017856861295885686,3.8367,378.34,1.7552,0.77052
R134a,242.0,0.079867,vapor,1,102.03,374.21,4.059,0.327,1430,HFC,0.6466957056198391,0.01967652131066765,4.203,379.6,1.7528,0.77706
R134a,244.0,0.08784,vapor,1,102.03,374.21,4.059,0.327,1430,HFC,0.6520402982282676,0.02164079822616408,4.5965,380.85,1.7505,0.78371
R134a,246.0,0.096433,vapor,1,102.03,374.21,4.059,0.327,1430,HFC,0.657384890836696,0.023757822123675783,5.0186,382.11,1.7483,0.79049
R134a,248.0,0.10568,vapor,1,102.03,374.21,4.059,0.327,1430,HFC,0.6627294834451244,0.026035969450603595,5.4708,383.36,1.7462,0.79739
R134a,250.0,0.11561,vapor,1,102.03,374.21,4.059,0.327,1430,HFC,0.6680740760535528,0.02848238482384824,5.9546,384.6,1.7443,0.80443
R134a,252.0,0.12627,vapor,1,102.03,374.21,4.059,0.327,1430,HFC,0.6734186686619813,0.03110864745011086,6.4716,385.84,1.7424,0.81161
R134a,254.0,0.13768,vapor,1,102.03,374.21,4.059,0.327,1430,HFC,0.6787632612704096,0.03391968465139197,7.0234,387.08,1.7406,0.81892
R134a,256.0,0.14989,vapor,1,102.03,374.21,4.059,0.327,1430,HFC,0.6841078538788381,0.03692781473269278,7.6118,388.31,1.7388,0.82639
R134a,258.0,0.16293,vapor,1,102.03,374.21,4.059,0.327,1430,HFC,0.6894524464872666,0.04014042867701404,8.2384,389.54,1.7372,0.834
R134a,260.0,0.17684,vapor,1,102.03,374.21,4.059,0.327,1430,HFC,0.694797039095695,0.04356738112835674,8.9052,390.76,1.7357,0.84178
R134a,262.0,0.19166,vapor,1,102.03,374.21,4.059,0.327,1430,HFC,0.7001416317041234,0.04721852673072185,9.6139,391.97,1.7342,0.84971
R134a,264.0,0.20742,vapor,1,102.03,374.21,4.059,0.327,1430,HFC,0.7054862243125518,0.05110125646711012,10.367,393.18,1.7328,0.85781
R134a,266.0,0.22418,vapor,1,102.03,374.21,4.059,0.327,1430,HFC,0.7108308169209803,0.05523035230352303,11.165,394.38,1.7314,0.86609
R134a,268.0,0.24197,vapor,1,102.03,374.21,4.059,0.327,1430,HFC,0.7161754095294086,0.05961320522296132,12.012,395.57,1.7301,0.87455
R134a,270.0,0.26082,vapor,1,102.03,374.21,4.059,0.327,1430,HFC,0.7215200021378371,0.06425720620842572,12.908,396.75,1.7289,0.8832
R134a,272.0,0.2808,vapor,1,102.03,374.21,4.059,0.327,1430,HFC,0.7268645947462655,0.06917960088691795,13.858,397.93,1.7277,0.89205
R134a,274.0,0.30193,vapor,1,102.03,374.21,4.059,0.327,1430,HFC,0.732209187354694,0.07438531658043852,14.862,399.1,1.7266,0.9011
R134a,276.0,0.32426,vapor,1,102.03,374.21,4.059,0.327,1430,HFC,0.7375537799631223,0.07988667159398866,15.923,400.26,1.7256,0.91037
R134a,278.0,0.34784,vapor,1,102.03,374.21,4.059,0.327,1430,HFC,0.7428983725715508,0.08569598423256959,17.044,401.41,1.7245,0.91987
R134a,280.0,0.37271,vapor,1,102.03,374.21,4.059,0.327,1430,HFC,0.7482429651799792,0.09182310914018231,18.228,402.55,1.7236,0.92961
R134a,282.0,0.39891,vapor,1,102.03,374.21,4.059,0.327,1430,HFC,0.7535875577884076,0.09827790096082778,19.477,403.67,1.7226,0.9396
R134a,284.0,0.4265,vapor,1,102.03,374.21,4.059,0.327,1430,HFC,0.758932150396836,0.1050751416605075,20.794,404.79,1.7217,0.94985
R134a,286.0,0.45553,vapor,1,102.03,374.21,4.059,0.327,1430,HFC,0.7642767430052645,0.1122271495442227,22.183,405.9,1.7209,0.96039
R134a,288.0,0.48602,vapor,1,102.03,374.21,4.059,0.327,1430,HFC,0.7696213356136928,0.11973885193397388,23.646,406.99,1.72,0.97123
R134a,290.0,0.51805,vapor,1,102.03,374.21,4.059,0.327,1430,HFC,0.7749659282221213,0.12762995811776298,25.187,408.07,1.7192,0.98239
R134a,292.0,0.55165,vapor,1,102.03,374.21,4.059,0.327,1430,HFC,0.7803105208305497,0.13590785907859076,26.809,409.14,1.7185,0.99388
R134a,294.0,0.58688,vapor,1,102.03,374.21,4.059,0.327,1430,HFC,0.7856551134389782,0.14458733678245872,28.517,410.19,1.7177,1.0057
R134a,296.0,0.62378,vapor,1,102.03,374.21,4.059,0.327,1430,HFC,0.7909997060474065,0.1536782458733678,30.314,411.23,1.717,1.018
R134a,298.0,0.66241,vapor,1,102.03,374.21,4.059,0.327,1430,HFC,0.796344298655835,0.16319536831731954,32.204,412.26,1.7163,1.0307
R134a,300.0,0.70282,vapor,1,102.03,374.21,4.059,0.327,1430,HFC,0.8016888912642635,0.1731510224193151,34.193,413.27,1.7156,1.0438
R134a,302.0,0.74506,vapor,1,102.03,374.21,4.059,0.327,1430,HFC,0.8070334838726918,0.18355752648435572,36.284,414.26,1.7149,1.0574
R134a,304.0,0.78918,vapor,1,102.03,374.21,4.059,0.327,1430,HFC,0.8123780764811203,0.19442719881744272,38.484,415.23,1.7142,1.0716
R134a,306.0,0.83524,vapor,1,102.03,374.21,4.059,0.327,1430,HFC,0.8177226690895487,0.20577482138457748,40.796,416.18,1.7135,1.0863
R134a,308.0,0.88329,vapor,1,102.03,374.21,4.059,0.327,1430,HFC,0.8230672616979772,0.21761271249076128,43.228,417.12,1.7128,1.1016
R134a,310.0,0.93339,vapor,1,102.03,374.21,4.059,0.327,1430,HFC,0.8284118543064055,0.22995565410199556,45.786,418.03,1.7122,1.1177
R134a,312.0,0.9856,vapor,1,102.03,374.21,4.059,0.327,1430,HFC,0.833756446914834,0.24281842818428184,48.476,418.93,1.7115,1.1345
R134a,314.0,1.04,vapor,1,102.03,374.21,4.059,0.327,1430,HFC,0.8391010395232624,0.25622074402562206,51.305,419.79,1.7108,1.1521
R134a,316.0,1.0966,vapor,1,102.03,374.21,4.059,0.327,1430,HFC,0.8444456321316908,0.2701650652870165,54.282,420.64,1.71,1.1706
R134a,318.0,1.1554,vapor,1,102.03,374.21,4.059,0.327,1430,HFC,0.8497902247401192,0.2846513919684651,57.416,421.46,1.7093,1.1902
R134a,320.0,1.2166,vapor,1,102.03,374.21,4.059,0.327,1430,HFC,0.8551348173485477,0.2997289972899729,60.715,422.25,1.7085,1.2109
R134a,322.0,1.2802,vapor,1,102.03,374.21,4.059,0.327,1430,HFC,0.860479409956976,0.3153978812515398,64.19,423.01,1.7077,1.2328
R134a,324.0,1.3463,vapor,1,102.03,374.21,4.059,0.327,1430,HFC,0.8658240025654045,0.3316826804631683,67.852,423.74,1.7069,1.2562
R134a,326.0,1.4149,vapor,1,102.03,374.21,4.059,0.327,1430,HFC,0.8711685951738329,0.34858339492485835,71.714,424.44,1.706,1.2811
R134a,328.0,1.4861,vapor,1,102.03,374.21,4.059,0.327,1430,HFC,0.8765131877822614,0.36612466124661247,75.789,425.1,1.7051,1.3078
R134a,330.0,1.5599,vapor,1,102.03,374.21,4.059,0.327,1430,HFC,0.8818577803906897,0.38430647942843066,80.094,425.73,1.7041,1.3366
R134a,332.0,1.6365,vapor,1,102.03,374.21,4.059,0.327,1430,HFC,0.8872023729991182,0.40317812269031783,84.644,426.31,1.7031,1.3677
R134a,334.0,1.7159,vapor,1,102.03,374.21,4.059,0.327,1430,HFC,0.8925469656075466,0.42273959103227393,89.46,426.85,1.7019,1.4015
R134a,336.0,1.7981,vapor,1,102.03,374.21,4.059,0.327,1430,HFC,0.897891558215975,0.44299088445429907,94.563,427.35,1.7007,1.4384
R134a,338.0,1.8833,vapor,1,102.03,374.21,4.059,0.327,1430,HFC,0.9032361508244034,0.4639812761763981,99.978,427.79,1.6994,1.479
R134a,340.0,1.9715,vapor,1,102.03,374.21,4.059,0.327,1430,HFC,0.9085807434328319,0.48571076619857106,105.73,428.17,1.6981,1.5238
R134a,342.0,2.0629,vapor,1,102.03,374.21,4.059,0.327,1430,HFC,0.9139253360412603,0.5082286277408228,111.86,428.49,1.6965,1.5737
R134a,344.0,2.1574,vapor,1,102.03,374.21,4.059,0.327,1430,HFC,0.9192699286496887,0.531510224193151,118.4,428.75,1.6949,1.6297
R134a,346.0,2.2552,vapor,1,102.03,374.21,4.059,0.327,1430,HFC,0.9246145212581172,0.5556048287755604,125.4,428.93,1.6931,1.6931
R134a,348.0,2.3564,vapor,1,102.03,374.21,4.059,0.327,1430,HFC,0.9299591138665456,0.5805370780980537,132.91,429.03,1.6911,1.7655
R134a,350.0,2.4611,vapor,1,102.03,374.21,4.059,0.327,1430,HFC,0.935303706474974,0.6063316087706332,140.99,429.03,1.6889,1.8494
R134a,352.0,2.5693,vapor,1,102.03,374.21,4.059,0.327,1430,HFC,0.9406482990834024,0.6329884207932989,149.72,428.93,1.6865,1.9476
R134a,354.0,2.6812,vapor,1,102.03,374.21,4.059,0.327,1430,HFC,0.9459928916918309,0.6605567873860556,159.21,428.7,1.6838,2.0646
R134a,356.0,2.797,vapor,1,102.03,374.21,4.059,0.327,1430,HFC,0.9513374843002592,0.6890859817689086,169.56,428.34,1.6808,2.2064
R134a,358.0,2.9167,vapor,1,102.03,374.21,4.059,0.327,1430,HFC,0.9566820769086877,0.7185760039418576,180.95,427.81,1.6774,2.3822
R134a,360.0,3.0405,vapor,1,102.03,374.21,4.059,0.327,1430,HFC,0.9620266695171161,0.7490761271249077,193.58,427.08,1.6735,2.6064
R134a,362.0,3.1685,vapor,1,102.03,374.21,4.059,0.327,1430,HFC,0.9673712621255446,0.780610987928061,207.76,426.11,1.6691,2.9026
R134a,364.0,3.3011,vapor,1,102.03,374.21,4.059,0.327,1430,HFC,0.9727158547339729,0.8132791327913279,223.9,424.83,1.6639,3.3131
R134a,366.0,3.4382,vapor,1,102.03,374.21,4.059,0.327,1430,HFC,0.9780604473424014,0.8470559251047056,242.68,423.14,1.6576,3.9213
R134a,368.0,3.5804,vapor,1,102.03,374.21,4.059,0.327,1430,HFC,0.9834050399508298,0.8820891845282088,265.24,420.87,1.6499,4.9183
R134a,370.0,3.7278,vapor,1,102.03,374.21,4.059,0.327,1430,HFC,0.9887496325592582,0.9184035476718403,293.9,417.68,1.6398,6.8621
R143a,162.0,0.1,liquid,0,84.04,345.86,3.761,0.261,4470,HFC,0.4683976175331059,0.026588673225206062,1329.1,53.372,0.31898,1.2113
R143a,164.0,0.1,liquid,0,84.04,345.86,3.761,0.261,4470,HFC,0.47418030416931706,0.026588673225206062,1324.3,55.796,0.33385,1.2122
R143a,166.0,0.1,liquid,0,84.04,345.86,3.761,0.261,4470,HFC,0.47996299080552823,0.026588673225206062,1319.4,58.221,0.34855,1.2134
R143a,168.0,0.1,liquid,0,84.04,345.86,3.761,0.261,4470,HFC,0.4857456774417394,0.026588673225206062,1314.6,60.649,0.36309,1.2148
R143a,170.0,0.1,liquid,0,84.04,345.86,3.761,0.261,4470,HFC,0.4915283640779506,0.026588673225206062,1309.7,63.081,0.37748,1.2166
R143a,172.0,0.1,liquid,0,84.04,345.86,3.761,0.261,4470,HFC,0.49731105071416176,0.026588673225206062,1304.8,65.516,0.39172,1.2185
R143a,174.0,0.1,liquid,0,84.04,345.86,3.761,0.261,4470,HFC,0.503093737350373,0.026588673225206062,1300.0,67.955,0.40582,1.2207
R143a,176.0,0.1,liquid,0,84.04,345.86,3.761,0.261,4470,HFC,0.5088764239865842,0.026588673225206062,1295.0,70.399,0.41978,1.2231
R143a,178.0,0.1,liquid,0,84.04,345.86,3.761,0.261,4470,HFC,0.5146591106227953,0.026588673225206062,1290.1,72.848,0.43362,1.2257
R143a,180.0,0.1,liquid,0,84.04,345.86,3.761,0.261,4470,HFC,0.5204417972590065,0.026588673225206062,1285.2,75.302,0.44733,1.2285
R143a,182.0,0.1,liquid,0,84.04,345.86,3.761,0.261,4470,HFC,0.5262244838952177,0.026588673225206062,1280.2,77.762,0.46092,1.2314
R143a,184.0,0.1,liquid,0,84.04,345.86,3.761,0.261,4470,HFC,0.5320071705314289,0.026588673225206062,1275.3,80.228,0.4744,1.2345
R143a,186.0,0.1,liquid,0,84.04,345.86,3.761,0.261,4470,HFC,0.53778985716764,0.026588673225206062,1270.3,82.7,0.48776,1.2377
R143a,188.0,0.1,liquid,0,84.04,345.86,3.761,0.261,4470,HFC,0.5435725438038512,0.026588673225206062,1265.3,85.178,0.50101,1.241
R143a,190.0,0.1,liquid,0,84.04,345.86,3.761,0.261,4470,HFC,0.5493552304400624,0.026588673225206062,1260.3,87.664,0.51416,1.2445
R143a,192.0,0.1,liquid,0,84.04,345.86,3.761,0.261,4470,HFC,0.5551379170762736,0.026588673225206062,1255.2,90.157,0.52722,1.2481
R143a,194.0,0.1,liquid,0,84.04,345.86,3.761,0.261,4470,HFC,0.5609206037124848,0.026588673225206062,1250.2,92.657,0.54017,1.2519
R143a,196.0,0.1,liquid,0,84.04,345.86,3.761,0.261,4470,HFC,0.5667032903486959,0.026588673225206062,1245.1,95.164,0.55303,1.2557
R143a,198.0,0.1,liquid,0,84.04,345.86,3.761,0.261,4470,HFC,0.5724859769849072,0.026588673225206062,1240.0,97.679,0.5658,1.2596
R143a,200.0,0.1,liquid,0,84.04,345.86,3.761,0.261,4470,HFC,0.5782686636211184,0.026588673225206062,1234.9,100.2,0.57848,1.2637
R143a,202.0,0.1,liquid,0,84.04,345.86,3.761,0.261,4470,HFC,0.5840513502573296,0.026588673225206062,1229.8,102.73,0.59107,1.2678
R143a,204.0,0.1,liquid,0,84.04,345.86,3.761,0.261,4470,HFC,0.5898340368935407,0.026588673225206062,1224.6,105.27,0.60358,1.2721
R143a,206.0,0.1,liquid,0,84.04,345.86,3.761,0.261,4470,HFC,0.5956167235297519,0.026588673225206062,1219.4,107.82,0.61601,1.2764
R143a,208.0,0.1,liquid,0,84.04,345.86,3.761,0.261,4470,HFC,0.6013994101659631,0.026588673225206062,1214.2,110.38,0.62837,1.2808
R143a,210.0,0.1,liquid,0,84.04,345.86,3.761,0.261,4470,HFC,0.6071820968021743,0.026588673225206062,1209.0,112.95,0.64065,1.2853
R143a,212.0,0.1,liquid,0,84.04,345.86,3.761,0.261,4470,HFC,0.6129647834383855,0.026588673225206062,1203.8,115.52,0.65285,1.29
R143a,214.0,0.1,liquid,0,84.04,345.86,3.761,0.261,4470,HFC,0.6187474700745966,0.026588673225206062,1198.5,118.11,0.66499,1.2947
R143a,216.0,0.1,liquid,0,84.04,345.86,3.761,0.261,4470,HFC,0.6245301567108078,0.026588673225206062,1193.2,120.7,0.67705,1.2995
R143a,218.0,0.1,liquid,0,84.04,345.86,3.761,0.261,4470,HFC,0.630312843347019,0.026588673225206062,1187.8,123.3,0.68905,1.3044
R143a,220.0,0.1,liquid,0,84.04,345.86,3.761,0.261,4470,HFC,0.6360955299832302,0.026588673225206062,1182.4,125.92,0.70099,1.3094
R143a,222.0,0.1,liquid,0,84.04,345.86,3.761,0.261,4470,HFC,0.6418782166194413,0.026588673225206062,1177.0,128.54,0.71286,1.3145
R143a,224.0,0.1,liquid,0,84.04,345.86,3.761,0.261,4470,HFC,0.6476609032556525,0.026588673225206062,1171.6,131.18,0.72467,1.3197
R143a,225.63,0.1,liquid,0,84.04,345.86,3.761,0.261,4470,HFC,0.6523737928641646,0.026588673225206062,1167.1,133.33,0.73427,1.3241
R143a,225.63,0.1,vapor,1,84.04,345.86,3.761,0.261,4470,HFC,0.6523737928641646,0.026588673225206062,4.7099,360.15,1.7395,0.84325
R143a,226.0,0.1,vapor,1,84.04,345.86,3.761,0.261,4470,HFC,0.6534435898918637,0.026588673225206062,4.7006,360.46,1.7409,0.84353
R143a,228.0,0.1,vapor,1,84.04,345.86,3.761,0.261,4470,HFC,0.659226276528075,0.026588673225206062,4.651,362.15,1.7483,0.84518
R143a,230.0,0.1,vapor,1,84.04,345.86,3.761,0.261,4470,HFC,0.6650089631642861,0.026588673225206062,4.6027,363.84,1.7557,0.84697
R143a,232.0,0.1,vapor,1,84.04,345.86,3.761,0.261,4470,HFC,0.6707916498004973,0.026588673225206062,4.5556,365.54,1.7631,0.84887
R143a,234.0,0.1,vapor,1,84.04,345.86,3.761,0.261,4470,HFC,0.6765743364367085,0.026588673225206062,4.5097,367.24,1.7704,0.85087
R143a,236.0,0.1,vapor,1,84.04,345.86,3.761,0.261,4470,HFC,0.6823570230729197,0.026588673225206062,4.4648,368.94,1.7776,0.85296
R143a,238.0,0.1,vapor,1,84.04,345.86,3.761,0.261,4470,HFC,0.6881397097091309,0.026588673225206062,4.4211,370.65,1.7848,0.85512
R143a,240.0,0.1,vapor,1,84.04,345.86,3.761,0.261,4470,HFC,0.693922396345342,0.026588673225206062,4.3783,372.36,1.792,0.85736
R143a,242.0,0.1,vapor,1,84.04,345.86,3.761,0.261,4470,HFC,0.6997050829815532,0.026588673225206062,4.3366,374.08,1.7991,0.85967
R143a,244.0,0.1,vapor,1,84.04,345.86,3.761,0.261,4470,HFC,0.7054877696177644,0.026588673225206062,4.2957,375.8,1.8062,0.86204
R143a,246.0,0.1,vapor,1,84.04,345.86,3.761,0.261,4470,HFC,0.7112704562539756,0.026588673225206062,4.2558,377.53,1.8133,0.86449
R143a,248.0,0.1,vapor,1,84.04,345.86,3.761,0.261,4470,HFC,0.7170531428901867,0.026588673225206062,4.2168,379.26,1.8203,0.867
R143a,250.0,0.1,vapor,1,84.04,345.86,3.761,0.261,4470,HFC,0.7228358295263979,0.026588673225206062,4.1786,381.0,1.8272,0.86958
R143a,252.0,0.1,vapor,1,84.04,345.86,3.761,0.261,4470,HFC,0.7286185161626091,0.026588673225206062,4.1412,382.74,1.8342,0.87222
R143a,254.0,0.1,vapor,1,84.04,345.86,3.761,0.261,4470,HFC,0.7344012027988203,0.026588673225206062,4.1045,384.49,1.8411,0.87492
R143a,256.0,0.1,vapor,1,84.04,345.86,3.761,0.261,4470,HFC,0.7401838894350314,0.026588673225206062,4.0686,386.24,1.848,0.87768
R143a,258.0,0.1,vapor,1,84.04,345.86,3.761,0.261,4470,HFC,0.7459665760712426,0.026588673225206062,4.0335,388.0,1.8548,0.88051
R143a,260.0,0.1,vapor,1,84.04,345.86,3.761,0.261,4470,HFC,0.7517492627074539,0.026588673225206062,3.999,389.76,1.8616,0.88339
R143a,262.0,0.1,vapor,1,84.04,345.86,3.761,0.261,4470,HFC,0.7575319493436651,0.026588673225206062,3.9652,391.53,1.8684,0.88632
R143a,264.0,0.1,vapor,1,84.04,345.86,3.761,0.261,4470,HFC,0.7633146359798763,0.026588673225206062,3.932,393.31,1.8751,0.88931
R143a,266.0,0.1,vapor,1,84.04,345.86,3.761,0.261,4470,HFC,0.7690973226160874,0.026588673225206062,3.8995,395.09,1.8819,0.89235
R143a,268.0,0.1,vapor,1,84.04,345.86,3.761,0.261,4470,HFC,0.7748800092522986,0.026588673225206062,3.8676,396.88,1.8886,0.89543
R143a,270.0,0.1,vapor,1,84.04,345.86,3.761,0.261,4470,HFC,0.7806626958885098,0.026588673225206062,3.8362,398.67,1.8952,0.89856
R143a,272.0,0.1,vapor,1,84.04,345.86,3.761,0.261,4470,HFC,0.786445382524721,0.026588673225206062,3.8055,400.47,1.9019,0.90174
R143a,274.0,0.1,vapor,1,84.04,345.86,3.761,0.261,4470,HFC,0.7922280691609321,0.026588673225206062,3.7752,402.28,1.9085,0.90495
R143a,276.0,0.1,vapor,1,84.04,345.86,3.761,0.261,4470,HFC,0.7980107557971433,0.026588673225206062,3.7455,404.09,1.9151,0.90821
R143a,278.0,0.1,vapor,1,84.04,345.86,3.761,0.261,4470,HFC,0.8037934424333545,0.026588673225206062,3.7164,405.91,1.9217,0.9115
R143a,280.0,0.1,vapor,1,84.04,345.86,3.761,0.261,4470,HFC,0.8095761290695657,0.026588673225206062,3.6877,407.74,1.9282,0.91482
R143a,282.0,0.1,vapor,1,84.04,345.86,3.761,0.261,4470,HFC,0.8153588157057768,0.026588673225206062,3.6595,409.57,1.9347,0.91818
R143a,284.0,0.1,vapor,1,84.04,345.86,3.761,0.261,4470,HFC,0.821141502341988,0.026588673225206062,3.6318,411.41,1.9412,0.92156
R143a,286.0,0.1,vapor,1,84.04,345.86,3.761,0.261,4470,HFC,0.8269241889781992,0.026588673225206062,3.6045,413.26,1.9477,0.92497
R143a,288.0,0.1,vapor,1,84.04,345.86,3.761,0.261,4470,HFC,0.8327068756144104,0.026588673225206062,3.5777,415.11,1.9542,0.92841
R143a,290.0,0.1,vapor,1,84.04,345.86,3.761,0.261,4470,HFC,0.8384895622506217,0.026588673225206062,3.5513,416.97,1.9606,0.93187
R143a,292.0,0.1,vapor,1,84.04,345.86,3.761,0.261,4470,HFC,0.8442722488868328,0.026588673225206062,3.5253,418.84,1.967,0.93535
R143a,294.0,0.1,vapor,1,84.04,345.86,3.761,0.261,4470,HFC,0.850054935523044,0.026588673225206062,3.4998,420.71,1.9734,0.93885
R143a,296.0,0.1,vapor,1,84.04,345.86,3.761,0.261,4470,HFC,0.8558376221592552,0.026588673225206062,3.4746,422.59,1.9798,0.94236
R143a,298.0,0.1,vapor,1,84.04,345.86,3.761,0.261,4470,HFC,0.8616203087954664,0.026588673225206062,3.4499,424.48,1.9861,0.9459
R143a,300.0,0.1,vapor,1,84.04,345.86,3.761,0.261,4470,HFC,0.8674029954316775,0.026588673225206062,3.4255,426.38,1.9925,0.94945
R143a,302.0,0.1,vapor,1,84.04,345.86,3.761,0.261,4470,HFC,0.8731856820678887,0.026588673225206062,3.4014,428.28,1.9988,0.95301
R143a,304.0,0.1,vapor,1,84.04,345.86,3.761,0.261,4470,HFC,0.8789683687040999,0.026588673225206062,3.3778,430.19,2.0051,0.95659
R143a,306.0,0.1,vapor,1,84.04,345.86,3.761,0.261,4470,HFC,0.8847510553403111,0.026588673225206062,3.3545,432.1,2.0114,0.96017
R143a,308.0,0.1,vapor,1,84.04,345.86,3.761,0.261,4470,HFC,0.8905337419765222,0.026588673225206062,3.3315,434.03,2.0177,0.96376
R143a,310.0,0.1,vapor,1,84.04,345.86,3.761,0.261,4470,HFC,0.8963164286127334,0.026588673225206062,3.3089,435.96,2.0239,0.96737
R143a,312.0,0.1,vapor,1,84.04,345.86,3.761,0.261,4470,HFC,0.9020991152489446,0.026588673225206062,3.2866,437.9,2.0301,0.97098
R143a,314.0,0.1,vapor,1,84.04,345.86,3.761,0.261,4470,HFC,0.9078818018851558,0.026588673225206062,3.2646,439.84,2.0364,0.97459
R143a,316.0,0.1,vapor,1,84.04,345.86,3.761,0.261,4470,HFC,0.913664488521367,0.026588673225206062,3.2429,441.8,2.0426,0.97821
