refrigerant,Temperature_K,Pressure_MPa,Phase,Phase_encoded,mol_weight,Tc_K,Pc_MPa,acentric,GWP,type,Tr,Pr,Density_kg_m3,Enthalpy_kJ_kg,Entropy_J_gK,Cp_J_gK
R22,240.0,0.14319,vapor,1,86.47,369.3,4.99,0.221,1810,HCFC,0.6498781478472786,0.028695390781563128,6.5009,391.27,1.808,0.62617
R22,242.0,0.15608,vapor,1,86.47,369.3,4.99,0.221,1810,HCFC,0.6552937990793393,0.03127855711422845,7.048,392.18,1.8039,0.63167
R22,244.0,0.16985,vapor,1,86.47,369.3,4.99,0.221,1810,HCFC,0.6607094503113999,0.03403807615230461,7.6304,393.07,1.7998,0.63731
R22,246.0,0.18455,vapor,1,86.47,369.3,4.99,0.221,1810,HCFC,0.6661251015434606,0.03698396793587174,8.2497,393.96,1.7959,0.64309
R22,248.0,0.20022,vapor,1,86.47,369.3,4.99,0.221,1810,HCFC,0.6715407527755213,0.04012424849699399,8.9073,394.84,1.792,0.64902
R22,250.0,0.21689,vapor,1,86.47,369.3,4.99,0.221,1810,HCFC,0.6769564040075818,0.043464929859719434,9.6051,395.71,1.7883,0.65511
R22,252.0,0.23462,vapor,1,86.47,369.3,4.99,0.221,1810,HCFC,0.6823720552396425,0.04701803607214428,10.345,396.57,1.7847,0.66135
R22,254.0,0.25345,vapor,1,86.47,369.3,4.99,0.221,1810,HCFC,0.6877877064717032,0.050791583166332664,11.128,397.42,1.7811,0.66776
R22,256.0,0.27341,vapor,1,86.47,369.3,4.99,0.221,1810,HCFC,0.6932033577037638,0.05479158316633266,11.957,398.27,1.7776,0.67434
R22,258.0,0.29456,vapor,1,86.47,369.3,4.99,0.221,1810,HCFC,0.6986190089358245,0.05903006012024048,12.833,399.1,1.7742,0.6811
R22,260.0,0.31694,vapor,1,86.47,369.3,4.99,0.221,1810,HCFC,0.7040346601678852,0.06351503006012024,13.759,399.92,1.7709,0.68804
R22,262.0,0.34059,vapor,1,86.47,369.3,4.99,0.221,1810,HCFC,0.7094503113999459,0.06825450901803606,14.736,400.73,1.7676,0.69518
R22,264.0,0.36556,vapor,1,86.47,369.3,4.99,0.221,1810,HCFC,0.7148659626320065,0.07325851703406813,15.767,401.54,1.7645,0.70252
R22,266.0,0.3919,vapor,1,86.47,369.3,4.99,0.221,1810,HCFC,0.7202816138640671,0.0785370741482966,16.853,402.32,1.7613,0.71007
R22,268.0,0.41966,vapor,1,86.47,369.3,4.99,0.221,1810,HCFC,0.7256972650961278,0.0841002004008016,17.998,403.1,1.7583,0.71785
R22,270.0,0.44888,vapor,1,86.47,369.3,4.99,0.221,1810,HCFC,0.7311129163281884,0.08995591182364729,19.203,403.87,1.7553,0.72585
R22,272.0,0.47961,vapor,1,86.47,369.3,4.99,0.221,1810,HCFC,0.7365285675602491,0.09611422845691382,20.471,404.62,1.7523,0.7341
R22,274.0,0.5119,vapor,1,86.47,369.3,4.99,0.221,1810,HCFC,0.7419442187923098,0.10258517034068136,21.804,405.36,1.7495,0.74261
R22,276.0,0.54581,vapor,1,86.47,369.3,4.99,0.221,1810,HCFC,0.7473598700243704,0.10938076152304609,23.206,406.08,1.7466,0.75139
R22,278.0,0.58137,vapor,1,86.47,369.3,4.99,0.221,1810,HCFC,0.7527755212564311,0.11650701402805612,24.679,406.8,1.7438,0.76045
R22,280.0,0.61864,vapor,1,86.47,369.3,4.99,0.221,1810,HCFC,0.7581911724884918,0.1239759519038076,26.226,407.49,1.7411,0.76981
R22,282.0,0.65768,vapor,1,86.47,369.3,4.99,0.221,1810,HCFC,0.7636068237205523,0.1317995991983968,27.85,408.17,1.7383,0.7795
R22,284.0,0.69853,vapor,1,86.47,369.3,4.99,0.221,1810,HCFC,0.769022474952613,0.13998597194388776,29.554,408.84,1.7357,0.78952
R22,286.0,0.74125,vapor,1,86.47,369.3,4.99,0.221,1810,HCFC,0.7744381261846737,0.14854709418837675,31.342,409.49,1.733,0.7999
R22,288.0,0.78588,vapor,1,86.47,369.3,4.99,0.221,1810,HCFC,0.7798537774167343,0.15749098196392786,33.218,410.12,1.7304,0.81067
R22,290.0,0.83248,vapor,1,86.47,369.3,4.99,0.221,1810,HCFC,0.785269428648795,0.16682965931863727,35.184,410.73,1.7278,0.82186
R22,292.0,0.88111,vapor,1,86.47,369.3,4.99,0.221,1810,HCFC,0.7906850798808557,0.1765751503006012,37.247,411.32,1.7252,0.83348
R22,294.0,0.93182,vapor,1,86.47,369.3,4.99,0.221,1810,HCFC,0.7961007311129163,0.18673747494989978,39.408,411.9,1.7227,0.84558
R22,296.0,0.98466,vapor,1,86.47,369.3,4.99,0.221,1810,HCFC,0.8015163823449769,0.19732665330661323,41.675,412.45,1.7201,0.85819
R22,298.0,1.0397,vapor,1,86.47,369.3,4.99,0.221,1810,HCFC,0.8069320335770376,0.20835671342685372,44.05,412.99,1.7176,0.87135
R22,300.0,1.097,vapor,1,86.47,369.3,4.99,0.221,1810,HCFC,0.8123476848090982,0.21983967935871743,46.539,413.5,1.7151,0.88511
R22,302.0,1.1565,vapor,1,86.47,369.3,4.99,0.221,1810,HCFC,0.8177633360411589,0.23176352705410821,49.148,413.99,1.7126,0.89951
R22,304.0,1.2185,vapor,1,86.47,369.3,4.99,0.221,1810,HCFC,0.8231789872732196,0.244188376753507,51.883,414.46,1.7101,0.91463
R22,306.0,1.2828,vapor,1,86.47,369.3,4.99,0.221,1810,HCFC,0.8285946385052803,0.25707414829659314,54.75,414.9,1.7075,0.93051
R22,308.0,1.3497,vapor,1,86.47,369.3,4.99,0.221,1810,HCFC,0.8340102897373409,0.2704809619238477,57.757,415.31,1.705,0.94724
R22,310.0,1.419,vapor,1,86.47,369.3,4.99,0.221,1810,HCFC,0.8394259409694016,0.2843687374749499,60.91,415.7,1.7025,0.9649
R22,312.0,1.491,vapor,1,86.47,369.3,4.99,0.221,1810,HCFC,0.8448415922014622,0.2987975951903808,64.217,416.05,1.6999,0.98358
R22,314.0,1.5656,vapor,1,86.47,369.3,4.99,0.221,1810,HCFC,0.8502572434335228,0.31374749498997995,67.689,416.38,1.6974,1.0034
R22,316.0,1.643,vapor,1,86.47,369.3,4.99,0.221,1810,HCFC,0.8556728946655835,0.3292585170340681,71.333,416.67,1.6948,1.0245
R22,318.0,1.7231,vapor,1,86.47,369.3,4.99,0.221,1810,HCFC,0.8610885458976442,0.34531062124248496,75.162,416.94,1.6921,1.047
R22,320.0,1.8061,vapor,1,86.47,369.3,4.99,0.221,1810,HCFC,0.8665041971297048,0.3619438877755511,79.186,417.16,1.6895,1.071
R22,322.0,1.8919,vapor,1,86.47,369.3,4.99,0.221,1810,HCFC,0.8719198483617655,0.37913827655310617,83.418,417.35,1.6868,1.0969
R22,324.0,1.9808,vapor,1,86.47,369.3,4.99,0.221,1810,HCFC,0.8773354995938262,0.3969539078156312,87.873,417.49,1.684,1.1247
R22,326.0,2.0727,vapor,1,86.47,369.3,4.99,0.221,1810,HCFC,0.8827511508258867,0.41537074148296593,92.567,417.59,1.6812,1.1549
R22,328.0,2.1678,vapor,1,86.47,369.3,4.99,0.221,1810,HCFC,0.8881668020579474,0.4344288577154309,97.517,417.65,1.6783,1.1876
R22,330.0,2.2661,vapor,1,86.47,369.3,4.99,0.221,1810,HCFC,0.8935824532900081,0.45412825651302596,102.74,417.65,1.6753,1.2234
R22,332.0,2.3676,vapor,1,86.47,369.3,4.99,0.221,1810,HCFC,0.8989981045220687,0.47446893787575145,108.27,417.6,1.6723,1.2627
R22,334.0,2.4725,vapor,1,86.47,369.3,4.99,0.221,1810,HCFC,0.9044137557541294,0.4954909819639279,114.12,417.49,1.6691,1.3062
R22,336.0,2.5808,vapor,1,86.47,369.3,4.99,0.221,1810,HCFC,0.9098294069861901,0.5171943887775551,120.32,417.32,1.6658,1.3544
R22,338.0,2.6926,vapor,1,86.47,369.3,4.99,0.221,1810,HCFC,0.9152450582182508,0.5395991983967936,126.92,417.08,1.6624,1.4085
R22,340.0,2.808,vapor,1,86.47,369.3,4.99,0.221,1810,HCFC,0.9206607094503114,0.5627254509018036,133.94,416.77,1.6589,1.4695
R22,342.0,2.9272,vapor,1,86.47,369.3,4.99,0.221,1810,HCFC,0.926076360682372,0.5866132264529058,141.44,416.36,1.6552,1.5391
R22,344.0,3.0501,vapor,1,86.47,369.3,4.99,0.221,1810,HCFC,0.9314920119144326,0.6112424849699398,149.47,415.87,1.6513,1.6192
R22,346.0,3.1769,vapor,1,86.47,369.3,4.99,0.221,1810,HCFC,0.9369076631464933,0.6366533066132264,158.11,415.27,1.6471,1.7126
R22,348.0,3.3077,vapor,1,86.47,369.3,4.99,0.221,1810,HCFC,0.942323314378554,0.6628657314629258,167.43,414.55,1.6427,1.8231
R22,350.0,3.4426,vapor,1,86.47,369.3,4.99,0.221,1810,HCFC,0.9477389656106147,0.6898997995991983,177.54,413.69,1.638,1.9559
R22,352.0,3.5818,vapor,1,86.47,369.3,4.99,0.221,1810,HCFC,0.9531546168426753,0.7177955911823647,188.57,412.68,1.633,2.1189
R22,354.0,3.7253,vapor,1,86.47,369.3,4.99,0.221,1810,HCFC,0.958570268074736,0.7465531062124248,200.71,411.47,1.6275,2.3241
R22,356.0,3.8734,vapor,1,86.47,369.3,4.99,0.221,1810,HCFC,0.9639859193067967,0.7762324649298598,214.19,410.04,1.6214,2.5907
R22,358.0,4.0261,vapor,1,86.47,369.3,4.99,0.221,1810,HCFC,0.9694015705388572,0.8068336673346692,229.34,408.33,1.6147,2.9518
R22,360.0,4.1837,vapor,1,86.47,369.3,4.99,0.221,1810,HCFC,0.9748172217709179,0.8384168336673347,246.68,406.24,1.6071,3.4689
R23,120.0,0.1,liquid,0,70.01,299.29,4.832,0.263,14800,HFC,0.400948912426075,0.020695364238410598,1695.6,-1.2184,-0.05039,1.213
R23,122.0,0.1,liquid,0,70.01,299.29,4.832,0.263,14800,HFC,0.4076313942998429,0.020695364238410598,1689.1,1.2016,-0.030389,1.2073
R23,124.0,0.1,liquid,0,70.01,299.29,4.832,0.263,14800,HFC,0.4143138761736109,0.020695364238410598,1682.6,3.6118,-0.010793,1.2032
R23,126.0,0.1,liquid,0,70.01,299.29,4.832,0.263,14800,HFC,0.4209963580473788,0.020695364238410598,1676.0,6.015,0.0084325,1.2002
R23,128.0,0.1,liquid,0,70.01,299.29,4.832,0.263,14800,HFC,0.4276788399211467,0.020695364238410598,1669.4,8.4131,0.027315,1.198
R23,130.0,0.1,liquid,0,70.01,299.29,4.832,0.263,14800,HFC,0.4343613217949146,0.020695364238410598,1662.7,10.808,0.045878,1.1966
R23,132.0,0.1,liquid,0,70.01,299.29,4.832,0.263,14800,HFC,0.4410438036686825,0.020695364238410598,1656.0,13.2,0.064138,1.1956
R23,134.0,0.1,liquid,0,70.01,299.29,4.832,0.263,14800,HFC,0.4477262855424504,0.020695364238410598,1649.2,15.59,0.082113,1.195
R23,136.0,0.1,liquid,0,70.01,299.29,4.832,0.263,14800,HFC,0.45440876741621833,0.020695364238410598,1642.5,17.98,0.099814,1.1947
R23,138.0,0.1,liquid,0,70.01,299.29,4.832,0.263,14800,HFC,0.4610912492899863,0.020695364238410598,1635.7,20.369,0.11725,1.1946
R23,140.0,0.1,liquid,0,70.01,299.29,4.832,0.263,14800,HFC,0.4677737311637542,0.020695364238410598,1628.9,22.758,0.13444,1.1948
R23,142.0,0.1,liquid,0,70.01,299.29,4.832,0.263,14800,HFC,0.4744562130375221,0.020695364238410598,1622.0,25.148,0.15139,1.195
R23,144.0,0.1,liquid,0,70.01,299.29,4.832,0.263,14800,HFC,0.48113869491129,0.020695364238410598,1615.2,27.539,0.16811,1.1954
R23,146.0,0.1,liquid,0,70.01,299.29,4.832,0.263,14800,HFC,0.48782117678505793,0.020695364238410598,1608.3,29.93,0.1846,1.196
R23,148.0,0.1,liquid,0,70.01,299.29,4.832,0.263,14800,HFC,0.49450365865882584,0.020695364238410598,1601.4,32.323,0.20088,1.1966
R23,150.0,0.1,liquid,0,70.01,299.29,4.832,0.263,14800,HFC,0.5011861405325938,0.020695364238410598,1594.4,34.716,0.21694,1.1973
R23,152.0,0.1,liquid,0,70.01,299.29,4.832,0.263,14800,HFC,0.5078686224063617,0.020695364238410598,1587.5,37.112,0.23281,1.1981
R23,154.0,0.1,liquid,0,70.01,299.29,4.832,0.263,14800,HFC,0.5145511042801296,0.020695364238410598,1580.5,39.509,0.24848,1.199
R23,156.0,0.1,liquid,0,70.01,299.29,4.832,0.263,14800,HFC,0.5212335861538975,0.020695364238410598,1573.5,41.908,0.26395,1.2
R23,158.0,0.1,liquid,0,70.01,299.29,4.832,0.263,14800,HFC,0.5279160680276654,0.020695364238410598,1566.5,44.309,0.27925,1.2011
R23,160.0,0.1,liquid,0,70.01,299.29,4.832,0.263,14800,HFC,0.5345985499014334,0.020695364238410598,1559.5,46.712,0.29436,1.2023
R23,162.0,0.1,liquid,0,70.01,299.29,4.832,0.263,14800,HFC,0.5412810317752013,0.020695364238410598,1552.4,49.118,0.30931,1.2036
R23,164.0,0.1,liquid,0,70.01,299.29,4.832,0.263,14800,HFC,0.5479635136489692,0.020695364238410598,1545.3,51.527,0.32408,1.205
R23,166.0,0.1,liquid,0,70.01,299.29,4.832,0.263,14800,HFC,0.5546459955227371,0.020695364238410598,1538.2,53.939,0.3387,1.2065
R23,168.0,0.1,liquid,0,70.01,299.29,4.832,0.263,14800,HFC,0.561328477396505,0.020695364238410598,1531.0,56.353,0.35316,1.2082
R23,170.0,0.1,liquid,0,70.01,299.29,4.832,0.263,14800,HFC,0.5680109592702729,0.020695364238410598,1523.8,58.771,0.36747,1.2099
R23,172.0,0.1,liquid,0,70.01,299.29,4.832,0.263,14800,HFC,0.5746934411440409,0.020695364238410598,1516.6,61.193,0.38163,1.2118
R23,174.0,0.1,liquid,0,70.01,299.29,4.832,0.263,14800,HFC,0.5813759230178088,0.020695364238410598,1509.4,63.619,0.39565,1.2138
R23,176.0,0.1,liquid,0,70.01,299.29,4.832,0.263,14800,HFC,0.5880584048915767,0.020695364238410598,1502.1,66.048,0.40954,1.216
R23,178.0,0.1,liquid,0,70.01,299.29,4.832,0.263,14800,HFC,0.5947408867653446,0.020695364238410598,1494.8,68.483,0.42329,1.2183
R23,180.0,0.1,liquid,0,70.01,299.29,4.832,0.263,14800,HFC,0.6014233686391125,0.020695364238410598,1487.4,70.922,0.43691,1.2207
R23,182.0,0.1,liquid,0,70.01,299.29,4.832,0.263,14800,HFC,0.6081058505128805,0.020695364238410598,1480.0,73.366,0.45042,1.2233
R23,184.0,0.1,liquid,0,70.01,299.29,4.832,0.263,14800,HFC,0.6147883323866483,0.020695364238410598,1472.6,75.815,0.4638,1.2261
R23,186.0,0.1,liquid,0,70.01,299.29,4.832,0.263,14800,HFC,0.6214708142604163,0.020695364238410598,1465.1,78.27,0.47707,1.2291
R23,188.0,0.1,liquid,0,70.01,299.29,4.832,0.263,14800,HFC,0.6281532961341842,0.020695364238410598,1457.5,80.731,0.49023,1.2322
R23,190.0,0.1,liquid,0,70.01,299.29,4.832,0.263,14800,HFC,0.6348357780079521,0.020695364238410598,1449.9,83.199,0.50329,1.2355
R23,190.9,0.1,liquid,0,70.01,299.29,4.832,0.263,14800,HFC,0.6378428948511476,0.020695364238410598,1446.5,84.318,0.50917,1.2371
R23,190.9,0.1,vapor,1,70.01,299.29,4.832,0.263,14800,HFC,0.6378428948511476,0.020695364238410598,4.6056,323.87,1.764,0.69267
R23,192.0,0.1,vapor,1,70.01,299.29,4.832,0.263,14800,HFC,0.6415182598817201,0.020695364238410598,4.5739,324.62,1.7679,0.68843
R23,194.0,0.1,vapor,1,70.01,299.29,4.832,0.263,14800,HFC,0.6482007417554879,0.020695364238410598,4.5174,325.99,1.775,0.68163
R23,196.0,0.1,vapor,1,70.01,299.29,4.832,0.263,14800,HFC,0.6548832236292559,0.020695364238410598,4.4628,327.35,1.782,0.6759
R23,198.0,0.1,vapor,1,70.01,299.29,4.832,0.263,14800,HFC,0.6615657055030237,0.020695364238410598,4.4099,328.7,1.7888,0.67109
R23,200.0,0.1,vapor,1,70.01,299.29,4.832,0.263,14800,HFC,0.6682481873767917,0.020695364238410598,4.3587,330.03,1.7955,0.6671
R23,202.0,0.1,vapor,1,70.01,299.29,4.832,0.263,14800,HFC,0.6749306692505597,0.020695364238410598,4.309,331.37,1.8022,0.6638
R23,204.0,0.1,vapor,1,70.01,299.29,4.832,0.263,14800,HFC,0.6816131511243275,0.020695364238410598,4.2607,332.69,1.8087,0.66113
R23,206.0,0.1,vapor,1,70.01,299.29,4.832,0.263,14800,HFC,0.6882956329980955,0.020695364238410598,4.2137,334.01,1.8151,0.659
R23,208.0,0.1,vapor,1,70.01,299.29,4.832,0.263,14800,HFC,0.6949781148718633,0.020695364238410598,4.1681,335.33,1.8215,0.65735
R23,210.0,0.1,vapor,1,70.01,299.29,4.832,0.263,14800,HFC,0.7016605967456313,0.020695364238410598,4.1236,336.64,1.8278,0.65612
R23,212.0,0.1,vapor,1,70.01,299.29,4.832,0.263,14800,HFC,0.7083430786193992,0.020695364238410598,4.0802,337.95,1.834,0.65528
R23,214.0,0.1,vapor,1,70.01,299.29,4.832,0.263,14800,HFC,0.7150255604931671,0.020695364238410598,4.0379,339.26,1.8401,0.65476
R23,216.0,0.1,vapor,1,70.01,299.29,4.832,0.263,14800,HFC,0.721708042366935,0.020695364238410598,3.9967,340.57,1.8462,0.65455
R23,218.0,0.1,vapor,1,70.01,299.29,4.832,0.263,14800,HFC,0.7283905242407029,0.020695364238410598,3.9564,341.88,1.8523,0.65461
R23,220.0,0.1,vapor,1,70.01,299.29,4.832,0.263,14800,HFC,0.7350730061144709,0.020695364238410598,3.9171,343.19,1.8582,0.6549
R23,222.0,0.1,vapor,1,70.01,299.29,4.832,0.263,14800,HFC,0.7417554879882388,0.020695364238410598,3.8786,344.5,1.8642,0.65541
R23,224.0,0.1,vapor,1,70.01,299.29,4.832,0.263,14800,HFC,0.7484379698620067,0.020695364238410598,3.841,345.81,1.87,0.65612
R23,226.0,0.1,vapor,1,70.01,299.29,4.832,0.263,14800,HFC,0.7551204517357746,0.020695364238410598,3.8042,347.12,1.8759,0.657
R23,228.0,0.1,vapor,1,70.01,299.29,4.832,0.263,14800,HFC,0.7618029336095425,0.020695364238410598,3.7682,348.44,1.8817,0.65804
R23,230.0,0.1,vapor,1,70.01,299.29,4.832,0.263,14800,HFC,0.7684854154833104,0.020695364238410598,3.733,349.76,1.8874,0.65922
R23,232.0,0.1,vapor,1,70.01,299.29,4.832,0.263,14800,HFC,0.7751678973570784,0.020695364238410598,3.6985,351.08,1.8931,0.66054
R23,234.0,0.1,vapor,1,70.01,299.29,4.832,0.263,14800,HFC,0.7818503792308463,0.020695364238410598,3.6647,352.4,1.8988,0.66197
R23,236.0,0.1,vapor,1,70.01,299.29,4.832,0.263,14800,HFC,0.7885328611046142,0.020695364238410598,3.6315,353.72,1.9045,0.66351
R23,238.0,0.1,vapor,1,70.01,299.29,4.832,0.263,14800,HFC,0.7952153429783821,0.020695364238410598,3.599,355.05,1.9101,0.66515
R23,240.0,0.1,vapor,1,70.01,299.29,4.832,0.263,14800,HFC,0.80189782485215,0.020695364238410598,3.5672,356.38,1.9156,0.66688
R23,242.0,0.1,vapor,1,70.01,299.29,4.832,0.263,14800,HFC,0.808580306725918,0.020695364238410598,3.5359,357.72,1.9212,0.66869
R23,244.0,0.1,vapor,1,70.01,299.29,4.832,0.263,14800,HFC,0.8152627885996858,0.020695364238410598,3.5053,359.06,1.9267,0.67058
R23,246.0,0.1,vapor,1,70.01,299.29,4.832,0.263,14800,HFC,0.8219452704734538,0.020695364238410598,3.4752,360.4,1.9322,0.67254
R23,248.0,0.1,vapor,1,70.01,299.29,4.832,0.263,14800,HFC,0.8286277523472217,0.020695364238410598,3.4456,361.75,1.9376,0.67456
R23,250.0,0.1,vapor,1,70.01,299.29,4.832,0.263,14800,HFC,0.8353102342209896,0.020695364238410598,3.4166,363.1,1.9431,0.67664
R23,252.0,0.1,vapor,1,70.01,299.29,4.832,0.263,14800,HFC,0.8419927160947576,0.020695364238410598,3.3881,364.46,1.9485,0.67878
R23,254.0,0.1,vapor,1,70.01,299.29,4.832,0.263,14800,HFC,0.8486751979685254,0.020695364238410598,3.3602,365.82,1.9538,0.68096
R23,256.0,0.1,vapor,1,70.01,299.29,4.832,0.263,14800,HFC,0.8553576798422934,0.020695364238410598,3.3327,367.18,1.9592,0.6832
R23,258.0,0.1,vapor,1,70.01,299.29,4.832,0.263,14800,HFC,0.8620401617160612,0.020695364238410598,3.3056,368.55,1.9645,0.68547
R23,260.0,0.1,vapor,1,70.01,299.29,4.832,0.263,14800,HFC,0.8687226435898292,0.020695364238410598,3.2791,369.92,1.9698,0.68778
R23,262.0,0.1,vapor,1,70.01,299.29,4.832,0.263,14800,HFC,0.8754051254635972,0.020695364238410598,3.253,371.3,1.9751,0.69013
R23,264.0,0.1,vapor,1,70.01,299.29,4.832,0.263,14800,HFC,0.882087607337365,0.020695364238410598,3.2273,372.68,1.9803,0.69252
R23,266.0,0.1,vapor,1,70.01,299.29,4.832,0.263,14800,HFC,0.888770089211133,0.020695364238410598,3.202,374.07,1.9856,0.69493
R23,268.0,0.1,vapor,1,70.01,299.29,4.832,0.263,14800,HFC,0.8954525710849008,0.020695364238410598,3.1772,375.46,1.9908,0.69737
R23,270.0,0.1,vapor,1,70.01,299.29,4.832,0.263,14800,HFC,0.9021350529586688,0.020695364238410598,3.1527,376.86,1.996,0.69985
R23,272.0,0.1,vapor,1,70.01,299.29,4.832,0.263,14800,HFC,0.9088175348324367,0.020695364238410598,3.1287,378.26,2.0012,0.70234
R23,274.0,0.1,vapor,1,70.01,299.29,4.832,0.263,14800,HFC,0.9155000167062046,0.020695364238410598,3.105,379.67,2.0063,0.70486
R23,276.0,0.1,vapor,1,70.01,299.29,4.832,0.263,14800,HFC,0.9221824985799726,0.020695364238410598,3.0817,381.08,2.0115,0.7074
R23,278.0,0.1,vapor,1,70.01,299.29,4.832,0.263,14800,HFC,0.9288649804537404,0.020695364238410598,3.0588,382.5,2.0166,0.70996
R23,280.0,0.1,vapor,1,70.01,299.29,4.832,0.263,14800,HFC,0.9355474623275084,0.020695364238410598,3.0362,383.92,2.0217,0.71254
R23,282.0,0.1,vapor,1,70.01,299.29,4.832,0.263,14800,HFC,0.9422299442012763,0.020695364238410598,3.014,385.35,2.0267,0.71513
R23,284.0,0.1,vapor,1,70.01,299.29,4.832,0.263,14800,HFC,0.9489124260750442,0.020695364238410598,2.9921,386.78,2.0318,0.71774
R23,286.0,0.1,vapor,1,70.01,299.29,4.832,0.263,14800,HFC,0.9555949079488121,0.020695364238410598,2.9705,388.22,2.0369,0.72037
R23,288.0,0.1,vapor,1,70.01,299.29,4.832,0.263,14800,HFC,0.96227738982258,0.020695364238410598,2.9492,389.66,2.0419,0.723
R23,290.0,0.1,vapor,1,70.01,299.29,4.832,0.263,14800,HFC,0.968959871696348,0.020695364238410598,2.9283,391.11,2.0469,0.72565
R23,292.0,0.1,vapor,1,70.01,299.29,4.832,0.263,14800,HFC,0.9756423535701159,0.020695364238410598,2.9076,392.57,2.0519,0.72832
R23,294.0,0.1,vapor,1,70.01,299.29,4.832,0.263,14800,HFC,0.9823248354438838,0.020695364238410598,2.8873,394.03,2.0569,0.73099
R23,296.0,0.1,vapor,1,70.01,299.29,4.832,0.263,14800,HFC,0.9890073173176517,0.020695364238410598,2.8673,395.49,2.0618,0.73367
R23,298.0,0.1,vapor,1,70.01,299.29,4.832,0.263,14800,HFC,0.9956897991914196,0.020695364238410598,2.8475,396.96,2.0668,0.73636
R23,300.0,0.1,vapor,1,70.01,299.29,4.832,0.263,14800,HFC,1.0023722810651876,0.020695364238410598,2.828,398.44,2.0717,0.73906
R23,302.0,0.1,vapor,1,70.01,299.29,4.832,0.263,14800,HFC,1.0090547629389555,0.020695364238410598,2.8088,399.92,2.0766,0.74176
R23,304.0,0.1,vapor,1,70.01,299.29,4.832,0.263,14800,HFC,1.0157372448127233,0.020695364238410598,2.7899,401.4,2.0815,0.74447
R23,306.0,0.1,vapor,1,70.01,299.29,4.832,0.263,14800,HFC,1.0224197266864914,0.020695364238410598,2.7712,402.89,2.0864,0.74719
R23,308.0,0.1,vapor,1,70.01,299.29,4.832,0.263,14800,HFC,1.0291022085602592,0.020695364238410598,2.7528,404.39,2.0913,0.74991
R23,310.0,0.1,vapor,1,70.01,299.29,4.832,0.263,14800,HFC,1.035784690434027,0.020695364238410598,2.7346,405.89,2.0962,0.75264
R23,312.0,0.1,vapor,1,70.01,299.29,4.832,0.263,14800,HFC,1.042467172307795,0.020695364238410598,2.7166,407.4,2.101,0.75537
R23,314.0,0.1,vapor,1,70.01,299.29,4.832,0.263,14800,HFC,1.049149654181563,0.020695364238410598,2.6989,408.91,2.1059,0.7581
R23,316.0,0.1,vapor,1,70.01,299.29,4.832,0.263,14800,HFC,1.0558321360553309,0.020695364238410598,2.6815,410.43,2.1107,0.76084
R23,318.0,0.1,vapor,1,70.01,299.29,4.832,0.263,14800,HFC,1.0625146179290987,0.020695364238410598,2.6643,411.96,2.1155,0.76357
R23,320.0,0.1,vapor,1,70.01,299.29,4.832,0.263,14800,HFC,1.0691970998028668,0.020695364238410598,2.6473,413.49,2.1203,0.76631
R23,322.0,0.1,vapor,1,70.01,299.29,4.832,0.263,14800,HFC,1.0758795816766347,0.020695364238410598,2.6305,415.02,2.1251,0.76905
R23,324.0,0.1,vapor,1,70.01,299.29,4.832,0.263,14800,HFC,1.0825620635504025,0.020695364238410598,2.6139,416.56,2.1298,0.7718
R23,326.0,0.1,vapor,1,70.01,299.29,4.832,0.263,14800,HFC,1.0892445454241704,0.020695364238410598,2.5975,418.11,2.1346,0.77454
R23,328.0,0.1,vapor,1,70.01,299.29,4.832,0.263,14800,HFC,1.0959270272979384,0.020695364238410598,2.5814,419.66,2.1393,0.77728
R23,330.0,0.1,vapor,1,70.01,299.29,4.832,0.263,14800,HFC,1.1026095091717063,0.020695364238410598,2.5655,421.22,2.1441,0.78002
R23,332.0,0.1,vapor,1,70.01,299.29,4.832,0.263,14800,HFC,1.1092919910454742,0.020695364238410598,2.5497,422.78,2.1488,0.78277
R23,334.0,0.1,vapor,1,70.01,299.29,4.832,0.263,14800,HFC,1.1159744729192422,0.020695364238410598,2.5342,424.35,2.1535,0.78551
R23,336.0,0.1,vapor,1,70.01,299.29,4.832,0.263,14800,HFC,1.12265695479301,0.020695364238410598,2.5188,425.92,2.1582,0.78825
R23,338.0,0.1,vapor,1,70.01,299.29,4.832,0.263,14800,HFC,1.129339436666778,0.020695364238410598,2.5036,427.5,2.1629,0.79098
R23,340.0,0.1,vapor,1,70.01,299.29,4.832,0.263,14800,HFC,1.1360219185405458,0.020695364238410598,2.4887,429.09,2.1676,0.79372
R23,342.0,0.1,vapor,1,70.01,299.29,4.832,0.263,14800,HFC,1.1427044004143139,0.020695364238410598,2.4739,430.68,2.1722,0.79645
R23,344.0,0.1,vapor,1,70.01,299.29,4.832,0.263,14800,HFC,1.1493868822880817,0.020695364238410598,2.4592,432.27,2.1769,0.79918
R23,346.0,0.1,vapor,1,70.01,299.29,4.832,0.263,14800,HFC,1.1560693641618496,0.020695364238410598,2.4448,433.88,2.1815,0.80191
R23,348.0,0.1,vapor,1,70.01,299.29,4.832,0.263,14800,HFC,1.1627518460356177,0.020695364238410598,2.4305,435.48,2.1862,0.80463
R23,350.0,0.1,vapor,1,70.01,299.29,4.832,0.263,14800,HFC,1.1694343279093855,0.020695364238410598,2.4164,437.09,2.1908,0.80735
R23,352.0,0.1,vapor,1,70.01,299.29,4.832,0.263,14800,HFC,1.1761168097831534,0.020695364238410598,2.4025,438.71,2.1954,0.81007
